ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1625032,Source2,2,2020-02-04 16:16:43,2020-02-04 16:45:59,42.283859,-71.043953,,,0.0,Accident on I-93 Southbound before Neponset Ave.,I-93 S,Dorchester Center,Suffolk,MA,02124,US,US/Eastern,KMQE,2020-02-04 15:53:00,49.0,49.0,54.0,29.68,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-85694,Source2,3,2016-08-01 20:37:07,2016-08-01 21:22:07,34.026848,-118.429909,,,0.0,One lane blocked due to accident on I-405 Northbound near Exits 53 53A 53B I-10.,National Blvd,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2016-08-01 20:51:00,68.0,,84.0,29.96,10.0,WSW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1734571,Source2,3,2019-12-23 05:29:32,2019-12-23 05:59:15,34.06868,-118.042206,,,0.0,#4 lane blocked due to accident on I-10 Eastbound before Exit 28 Santa Anita Ave.,Santa Anita Ave,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,2019-12-23 05:53:00,52.0,52.0,80.0,29.74,10.0,ENE,16.0,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-981397,Source2,2,2021-07-02 04:09:50,2021-07-02 06:11:00,44.386169,-95.12748,,,0.0,Accident on US-71 at CR-16.,US Highway 71,Redwood Falls,Redwood,MN,56283,US,US/Central,KRWF,2021-07-02 03:53:00,65.0,65.0,90.0,29.02,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4133973,Source1,2,2022-07-08 07:42:00,2022-07-08 15:37:30,33.653034000000005,-117.90755300000001,33.644393,-117.915773,0.762,Stationary traffic on Costa Mesa Fwy S - CA-55 S from Del Mar Ave/Fair Dr (CA-55) to Newport Blvd (CA-55) due to accident.,CA-55 S,Costa Mesa,Orange,CA,92627,US,US/Pacific,KSNA,2022-07-08 07:53:00,70.0,70.0,68.0,29.97,10.0,ENE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1605979,Source3,2,2020-01-22 07:27:18,2020-01-22 08:11:49,44.952209,-93.049477,,,0.0,Accident on I-94 Westbound at US-10.,US-12 W,Saint Paul,Ramsey,MN,55106,US,US/Central,KSTP,2020-01-22 07:53:00,34.0,26.0,79.0,29.14,10.0,S,10.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-480255,Source2,2,2017-06-05 15:05:09,2017-06-05 15:34:56,40.071724,-76.71932199999998,,,0.019999999552965164,Accident on Meeting House Rd at PA-181 George Street Ext.,Meeting House Rd,Manchester,York,PA,17345-9703,US,US/Eastern,KMDT,2017-06-05 14:56:00,69.1,,90.0,29.72,7.0,South,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7055246,Source1,3,2020-06-24 20:10:57,2020-06-24 20:25:57,33.93916,-84.50058,33.93916,-84.50058,0.0,Ramp to GA-120/S Marietta Pkwy SE - Accident. Hard shoulder blocked.,GA-401 N,Marietta,Cobb,GA,30067,US,US/Eastern,KMGE,2020-06-24 19:56:00,71.0,71.0,94.0,28.87,10.0,S,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-123472,Source2,2,2017-01-22 12:40:03,2017-01-22 13:09:37,28.406954,-81.456009,,,0.01,Accident on Central Florida Pkwy at FL-536 International Dr.,Central Florida Pkwy,Orlando,Orange,FL,32821,US,US/Eastern,KMCO,2017-01-22 12:53:00,84.9,,57.0,29.62,10.0,SSW,23.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-10407,Source2,2,2017-01-09 03:00:10,2017-01-09 03:44:53,37.716286,-122.073753,,,0.01,Accident on Redwood Rd both ways around Buti Park Dr.,Buti Park Dr,Castro Valley,Alameda,CA,94546-1414,US,US/Pacific,KHWD,2017-01-09 02:54:00,55.9,,84.0,30.02,10.0,West,6.9,,Overcast,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-1691804,Source2,2,2019-12-03 16:34:12,2019-12-03 17:34:45,30.342871,-97.703537,,,0.0,Accident on Anderson Ln at Gessner Dr.,E Anderson Ln,Austin,Travis,TX,78752-1209,US,US/Central,KATT,2019-12-03 16:51:00,72.0,72.0,29.0,29.2,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4734357,Source1,2,2023-01-30 16:10:13.000000000,2023-01-30 17:28:28.000000000,40.133148,-75.33335799999998,40.133544,-75.333151,0.028999999999999998,Incident on MARKLEY ST near W LOGAN ST Drive with caution., Markley St,Norristown,Montgomery,PA,19401-2903,US,US/Eastern,KLOM,2023-01-30 16:15:00,52.0,52.0,62.0,29.76,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-717650,Source2,2,2022-02-08 04:13:57,2022-02-08 04:42:33,28.546291,-81.504143,,,0.0,Crash on Good Homes Rd at FL-408-TOLL East-West Expy Exit 2.,E West Expy E,Orlando,Orange,FL,32835,US,US/Eastern,KORL,2022-02-08 04:06:00,54.0,54.0,80.0,29.97,10.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1262124,Source2,2,2020-11-17 18:36:26,2020-11-17 20:07:41,42.090012,-70.948959,,,0.7099999785423279,Accident on MA-18 Bedford St Southbound between MA-18 Washington St Bedford St / Washington St and Pine St.,Bedford St,Whitman,Plymouth,MA,02382-1147,US,US/Eastern,KMQE,2020-11-17 18:53:00,44.0,40.0,49.0,29.89,10.0,NW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2893744,Source2,3,2018-04-18 07:11:54,2018-04-18 07:56:34,32.84552,-96.582359,,,0.0,Two lanes blocked due to accident on I-30 Westbound at I-30 Exit 60A / Rosehill Rd.,US-67 S,Garland,Dallas,TX,75043,US,US/Central,KHQZ,2018-04-18 06:50:00,64.4,,88.0,29.9,10.0,SSW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6851703,Source1,2,2020-12-01 21:54:34,2020-12-01 23:39:34,45.516453999999996,-122.57890800000001,45.516169,-122.578893,0.02,Incident on OR-213 SB near MP 3 Right lane blocked. Expect delays., SE 82nd Ave,Portland,Multnomah,OR,97216-1213,US,US/Pacific,KPDX,2020-12-01 21:53:00,49.0,42.0,44.0,30.31,10.0,E,22.0,0.0,Fair / Windy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2319508,Source2,3,2019-01-05 16:06:00,2019-01-05 16:35:38,30.401361,-91.504654,,,0.0,Left lane blocked due to accident on I-10 Westbound at Exit 135 LA-3000.,I-10 E,Maringouin,Iberville,LA,70757,US,US/Central,KHZR,2019-01-05 15:56:00,62.6,,52.0,30.18,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1326946,Source2,2,2020-10-05 15:20:28,2020-10-05 16:05:15,29.600861,-95.22863,,,0.0,Accident on TX-8-BELTWAY Sam Houston Pkwy at Beamer Rd.,Beamer Rd,Houston,Harris,TX,77089-2352,US,US/Central,KEFD,2020-10-05 15:50:00,81.0,81.0,48.0,30.01,10.0,ESE,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6966185,Source1,2,2020-12-06 04:53:00,2020-12-06 07:55:42,34.035698,-118.09861699999999,34.036108,-118.09218700000001,0.369,EB 60 AT PARAMOUNT BLVD. BLK TOYT SD VS BLK SUV BLKG OFR LNS,CA-60 E,Monterey Park,Los Angeles,CA,91755,US,US/Pacific,KEMT,2020-12-06 04:53:00,44.0,42.0,51.0,30.08,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5563038,Source1,2,2021-07-25 09:02:15,2021-07-25 11:02:47,45.306288,-93.819579,45.30419600000001,-93.81699499999999,0.191,Accident on CR-8/Exit 183 (I-94) from MN-25/Exit 193 (I-94) to I-94 E - US-52 E.,I-94 E,Monticello,Wright,MN,55362,US,US/Central,KMGG,2021-07-25 08:55:00,76.0,76.0,59.0,28.92,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3412428,Source2,3,2017-08-30 19:56:07,2017-08-30 20:25:13,38.639786,-121.381554,,,0.0,#3 lane blocked due to accident on I-80 Bus Capital City Fwy Southbound at Exit 14B Watt Ave.,Capital City Fwy E,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,2017-08-30 19:55:00,84.2,,29.0,29.77,10.0,South,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5077123,Source1,2,2022-06-28 11:51:30.000000000,2022-06-28 13:40:30.000000000,37.863904999999995,-122.30304699999999,37.833867,-122.294951,2.122,Slow traffic on Eastshore Fwy W - I-80 W - I-580 E from University Ave (I-80) to I-80/I-580 (Emeryville) (I-80) due to accident.,Eastshore Fwy W,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2022-06-28 11:53:00,67.0,67.0,59.0,30.09,10.0,W,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2249752,Source2,2,2019-02-28 18:12:54,2019-02-28 18:42:46,37.554111,-77.45614599999998,,,0.0,Accident on Lombardy St at US-250 Broad St.,N Lombardy St,Richmond,Richmond City,VA,23220-3002,US,US/Eastern,KRIC,2019-02-28 17:54:00,48.0,,58.0,30.15,10.0,East,11.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-4816343,Source1,2,2022-03-15 17:45:40.000000000,2022-03-15 18:07:27.000000000,25.747708,-80.335922,25.747489,-80.34366999999997,0.48200000000000004,Slow traffic on FL-972 from FL-973/Galloway Rd/SW 87th Ave (SW 24th St/Coral Way) to SW 97th Ave (SW 24th St/Coral Way) due to accident., SW 24th St,Miami,Miami-Dade,FL,33165-2092,US,US/Eastern,KMIA,2022-03-15 17:53:00,76.0,76.0,91.0,30.04,10.0,ESE,13.0,0.11,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3163775,Source2,3,2017-11-02 12:38:55,2017-11-02 13:08:21,44.966118,-93.26992,,,0.0,Accident on I-94 Eastbound at Exit 233B MN-65.,MN-65,Minneapolis,Hennepin,MN,55404,US,US/Central,KMSP,2017-11-02 12:53:00,37.9,30.0,86.0,30.02,8.0,NW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4245866,Source1,2,2022-11-08 23:45:00.000000000,2022-11-09 01:54:34.000000000,34.284894,-118.404202,34.284349,-118.403603,0.051,Accident on I-210 E - Foothill Fwy E from Maclay St (I-210) to CA-118 (I-210).,Foothill Fwy E,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2022-11-08 19:55:00,54.0,54.0,100.0,28.78,7.0,CALM,0.0,,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1106923,Source2,2,2021-03-25 16:29:51,2021-03-25 18:20:50,32.163143,-110.985619,,,0.0,Accident on I-19 Southbound at Exit 98 Irvington Rd.,W Irvington Rd,Tucson,Pima,AZ,85714,US,US/Mountain,KTUS,2021-03-25 16:58:00,65.0,65.0,12.0,26.99,10.0,SW,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5042386,Source1,2,2022-11-01 14:45:30,2022-11-01 15:19:30,39.534426,-77.911331,39.52941,-77.917213,0.467,Stationary traffic on US-11 S - US-11 N from WV-901/Hammonds Mill Rd (Williamsport Pike/US-11) to Bedington Rd/Nipetown Rd (Williamsport Pike/US-11) due to accident., Williamsport Pike,Martinsburg,Berkeley,WV,25404,US,US/Eastern,KMRB,2022-11-01 14:53:00,70.0,70.0,53.0,29.46,10.0,W,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4067531,Source1,2,2022-04-09 17:01:00.000000000,2022-04-09 18:40:23.000000000,33.953454,-118.03683600000001,33.953103999999996,-118.035946,0.055999999999999994,Incident on LANNING DR near LAUREL AVE Drive with caution., Laurel Ave,Whittier,Los Angeles,CA,90605-2515,US,US/Pacific,KFUL,2022-04-09 16:53:00,74.0,74.0,55.0,29.65,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1938740,Source2,2,2019-08-28 07:53:35,2019-08-28 08:40:00,39.586021,-105.12722,,,0.0,Accident on Fremont Ave at Robb St. No recent updates.,S Robb St,Littleton,Jefferson,CO,80127,US,US/Mountain,KAPA,2019-08-28 07:53:00,64.0,64.0,63.0,24.33,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5910882,Source1,2,2021-12-04 16:47:26,2021-12-04 18:02:26,48.269983,-103.625525,48.273254,-103.625518,0.226,Incident on US-2 EB near MP 28 Expect delays.,59th St NW,Williston,Williams,ND,58801,US,US/Central,KISN,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5325316,Source1,2,2022-01-21 15:54:22.000000000,2022-01-21 18:02:03.000000000,25.733242999999998,-80.333047,25.732313,-80.33585500000002,0.18600000000000005,Stationary traffic on County Hwy-913 - FL-976 - FL-973 from SW 84th Ave to SW 41st St due to accident., Bird Rd,Miami,Miami-Dade,FL,33155-3225,US,US/Eastern,KMIA,2022-01-21 15:53:00,81.0,81.0,69.0,29.98,10.0,SE,8.0,0.0,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4471511,Source1,2,2023-01-26 23:48:00.000000,2023-01-27 04:18:38.000000,40.584767,-79.156254,40.552236,-79.15835799999998,2.25,Incident on US-119 SB near US-422 Road closed. Take alternate route.,US-119 S,Indiana,Indiana,PA,15701,US,US/Eastern,KIDI,2023-01-26 23:55:00,28.0,18.0,93.0,28.49,4.0,WNW,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1237542,Source2,3,2020-12-08 11:18:17,2020-12-08 12:46:05,40.676979,-80.10303499999998,,,0.0,Left lane blocked due to accident on I-76 Westbound at I-79.,I-76 W,Cranberry Township,Butler,PA,16066,US,US/Eastern,KBTP,2020-12-08 10:56:00,33.0,27.0,70.0,28.64,10.0,VAR,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6697250,Source1,2,2020-11-06 01:14:34,2020-11-06 05:21:30,35.602924,-78.563236,35.614075,-78.566926,0.7979999999999999,Stationary traffic on I-40 from NC-210/Exit 319 (I-40) to US-70 (I-40) due to accident.,I-40 W,Garner,Johnston,NC,27529,US,US/Eastern,KRDU,2020-11-06 00:51:00,52.0,52.0,97.0,29.89,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1817000,Source2,2,2019-11-13 17:52:56,2019-11-13 18:22:49,35.151192,-80.840057,,,0.0,Accident on Piedmont Row Dr at Fairview Rd.,Piedmont Row Dr,Charlotte,Mecklenburg,NC,28210,US,US/Eastern,KCLT,2019-11-13 17:52:00,35.0,31.0,46.0,29.55,10.0,NE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-1684781,Source2,2,2019-12-30 17:32:17,2019-12-30 18:17:09,38.02179,-122.539085,,,0.0,#1 lane blocked due to accident on US-101 Southbound near Lucas Valley Rd.,Redwood Hwy,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,2019-12-30 17:35:00,52.0,52.0,94.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1357006,Source2,2,2020-10-26 05:40:35,2020-10-26 06:10:08,43.19796,-77.98716,,,0.0,Accident on NY-31A Fourth Section Rd at CR-240 Sweden Rd.,4th Section Rd,Brockport,Monroe,NY,14420-9617,US,US/Eastern,KROC,2020-10-26 05:54:00,43.0,40.0,97.0,29.49,10.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4628504,Source1,2,2022-04-22 20:47:00,2022-04-22 22:02:08,27.498554,-82.432523,27.498575,-82.433627,0.068,Incident on 2ND AVE near UPPER MANATEE RIVER RD Drive with caution., 2nd Ave E,Bradenton,Manatee,FL,34212-1604,US,US/Eastern,KSRQ,2022-04-22 20:53:00,76.0,76.0,54.0,30.14,10.0,E,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-565467,Source2,2,2022-07-15 09:38:01,2022-07-15 10:37:40,33.914021000000005,-118.104691,,,0.0,Crash on I-105 Northbound at I-605 Exits 9A 9B 9C 10.,San Gabriel River Fwy N,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2022-07-15 09:53:00,72.0,72.0,68.0,29.85,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-4269077,Source1,2,2023-01-23 12:47:00.000000000,2023-01-23 15:29:02.000000000,41.77590966,-73.70183587,41.77488966,-73.69934587,0.146,NYSDOT - Region 8: Crash on NY 343 both directions west of NY 22 (Amenia) all lanes of 2 lanes blocked Route 343/Butts Hollow Rd, RT-343,Millbrook,Dutchess,NY,12545-6102,US,US/Eastern,KPOU,2023-01-23 12:53:00,34.0,25.0,89.0,29.4,0.5,N,13.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2543669,Source2,2,2018-10-25 05:16:02,2018-10-25 05:45:51,30.423676,-91.075073,,,0.0,Serious accident on I-12 Westbound at Exits 2A 2B US-61 Airline Hwy.,Airline Hwy,Baton Rouge,East Baton Rouge,LA,70809,US,US/Central,KBTR,2018-10-25 04:53:00,61.0,,100.0,29.88,6.0,ENE,8.1,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2394230,Source2,2,2018-12-12 10:08:13,2018-12-12 11:07:57,47.80807100000001,-122.36953,,,0.0,Accident on 8th Ave at Alder St.,Alder St,Edmonds,Snohomish,WA,98020-3301,US,US/Pacific,KPAE,2018-12-12 09:53:00,42.1,34.5,85.0,30.28,10.0,SE,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4602291,Source1,2,2022-02-18 16:28:00,2022-02-18 17:43:30,33.410975,-112.005002,33.423334999999994,-112.022276,1.3119999999999998,Slow traffic on Maricopa Fwy W - US-60 W - I-10 W - Pearl Harbor Memorial Hwy from 40th St/Exit 152 (I-10) to 24th St/Exit 150B (I-10) due to accident.,I-10 W,Phoenix,Maricopa,AZ,85040,US,US/Mountain,KPHX,2022-02-18 16:51:00,71.0,71.0,10.0,28.89,10.0,SW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5422596,Source1,2,2022-11-23 15:02:00,2022-11-23 17:22:17,26.945749,-80.15625,26.954938000000002,-80.165378,0.848,Incident on SR-9 NB near DONALD ROSS RD Drive with caution.,I-95,Jupiter,Palm Beach,FL,33458,US,US/Eastern,KSUA,2022-11-23 14:47:00,82.0,82.0,66.0,29.98,7.0,WNW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1877716,Source2,2,2019-09-24 07:26:32,2019-09-24 08:11:18,47.322491,-122.249847,,,0.0,One lane blocked due to accident on Valley Hwy at 15th St.,15th St NW,Auburn,King,WA,98001-1601,US,US/Pacific,KSEA,2019-09-24 07:19:00,60.0,60.0,86.0,29.75,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3494067,Source1,2,2016-08-29 10:00:38,2016-08-29 16:00:38,35.305109,-80.858413,35.30505,-80.85837,0.005,At Rosa Parks Pl - Accident., Beatties Ford Rd,Charlotte,Mecklenburg,NC,28216-2358,US,US/Eastern,KCLT,2016-08-29 09:52:00,75.9,,76.0,30.15,10.0,North,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1775010,Source2,2,2019-10-24 06:54:57,2019-10-24 08:13:23,25.913324,-80.32502,,,0.0,Middle lane blocked due to accident on FL-826 Palmetto Expy Southbound at NW 154th St.,Palmetto Expy S,Hialeah,Miami-Dade,FL,33014,US,US/Eastern,KOPF,2019-10-24 06:53:00,79.0,79.0,79.0,30.02,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4124661,Source1,2,2022-02-24 18:47:00,2022-02-24 20:09:35,34.22401070578468,-118.37235331478894,34.22672070578468,-118.38113331478891,0.535,Incident on I-5 NB near SAN FERNANDO RD Right shoulder closed.,I-5,Sun Valley,Los Angeles,CA,91352,US,US/Pacific,KBUR,2022-02-24 18:53:00,54.0,54.0,22.0,29.34,10.0,VAR,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3975251,Source1,2,2022-03-08 07:54:00.000000000,2022-03-08 09:45:04.000000000,45.60003161408615,-118.50378155651804,45.55382161408616,-118.46426155651804,3.721,Incident on I-84 EB near MP 230 Drive with caution.,Old Oregon Trl,Pendleton,Umatilla,OR,97801,US,US/Pacific,KPDT,2022-03-08 07:53:00,40.0,31.0,89.0,28.61,8.0,W,18.0,0.03,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3201700,Source2,3,2017-11-22 08:25:57,2017-11-22 09:25:40,33.520920000000004,-86.849358,,,0.0,Accident on I-20 Eastbound at Exit 123 I-59 I-20.,I-59 N,Birmingham,Jefferson,AL,35204,US,US/Central,KBHM,2017-11-22 08:53:00,48.0,,66.0,30.21,10.0,North,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2462884,Source2,2,2018-11-16 06:26:45,2018-11-16 06:56:35,36.145145,-86.830147,,,0.0,Accident on Sentinel Dr at Chamberlin St.,Chamberlin St,Nashville,Davidson,TN,37209-4812,US,US/Central,KBNA,2018-11-16 06:53:00,28.9,23.9,89.0,30.17,10.0,South,4.6,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1494460,Source2,2,2020-06-30 06:14:03,2020-06-30 08:13:07,28.346279,-81.487061,,,0.0,Accident on Polynesian Isle Blvd at FL-535 Vineland Rd.,Polynesian Isle Blvd,Kissimmee,Osceola,FL,34746,US,US/Eastern,KISM,2020-06-30 05:56:00,77.0,77.0,94.0,29.91,10.0,SSW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-4162,Source2,2,2016-07-25 17:36:44,2016-07-25 18:51:44,38.481689,-121.39753,,,0.0,Accident on Gerber Rd at Wilbur Way.,Gerber Rd,Sacramento,Sacramento,CA,95828-4528,US,US/Pacific,KSAC,2016-07-25 17:53:00,97.0,,13.0,29.82,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2092907,Source2,3,2019-05-09 05:17:02,2019-05-10 06:18:20,36.927601,-97.347778,,,1.0299999713897705,Entry ramp to I-35 Northbound from W Bender Rd Westbound closed due to flooding.,W Bender Rd,Braman,Kay,OK,74632,US,US/Central,KBKN,2019-05-09 05:23:00,52.0,52.0,74.0,28.82,10.0,N,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3766633,Source1,2,2022-03-07 08:21:00,2022-03-07 10:34:35,39.107132,-94.569007,39.117349,-94.564231,0.7509999999999999,Slow traffic on US-71 N - I-35 N - I-29 N from Admiral Blvd exit [2H] to Front St exit [4] due to accident.,I-35 N,Kansas City,Jackson,MO,64106,US,US/Central,KMKC,2022-03-07 07:54:00,24.0,12.0,84.0,29.43,10.0,WNW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-862789,Source3,2,2021-10-13 06:49:00,2021-10-13 07:18:47,36.072201,-86.625107,,,0.0,Accident on Kinwood Dr at Forest View Dr.,Kinwood Dr,Antioch,Davidson,TN,37013-1339,US,US/Central,KBNA,2021-10-13 06:53:00,67.0,67.0,87.0,29.39,7.0,SSE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4588877,Source1,2,2022-08-09 06:57:00.000000,2022-08-09 08:18:13.000000,33.462317999999996,-112.46844399999999,33.461408,-112.45378799999999,0.847,Crash blocking the left lanes on I-10 Eastbound near Perryville Rd (MP 123),I-10 E,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,2022-08-09 06:55:00,79.0,79.0,69.0,28.85,10.0,SE,8.0,0.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5062640,Source1,2,2022-07-10 20:50:00,2022-07-10 22:29:11,37.954203,-121.233287,37.954446999999995,-121.232304,0.055999999999999994,Incident on E MAIN ST near HOUSE 4232 Drive with caution., E Main St,Stockton,San Joaquin,CA,95215-6729,US,US/Pacific,KSCK,2022-07-10 20:55:00,86.0,86.0,36.0,29.85,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4810895,Source1,2,2022-01-11 07:50:03,2022-01-11 09:05:03,39.734340905953715,-94.78856921150783,39.745650905953724,-94.78892921150783,0.782,Incident on I-29 near PICKETT RD Road closed. Take alternate route.,US-71,St Joseph,Buchanan,MO,64503,US,US/Central,KSTJ,2022-01-11 07:53:00,20.0,20.0,89.0,29.43,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-726239,Source2,2,2022-02-02 07:17:01,2022-02-02 07:46:47,42.826672,-86.117577,,,0.0,Accident on Riley St at 136th Ave.,136th Ave,Holland,Ottawa,MI,49424,US,US/Eastern,KBIV,2022-02-02 07:17:00,27.0,22.0,89.0,29.4,2.0,N,5.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
